gene,log2fc,pval,padj,direction,cell_type,score
TMEM182,-1.1473821,5.381627941765429e-16,4.3887459607524565e-14,down,Myofiber_TypeI,-8.102556
MSI2,-0.6342143,5.398010313262432e-16,4.3887459607524565e-14,down,Myofiber_TypeI,-8.102186
ACSS3,-1.0094756,5.672651278705338e-16,4.572598903362575e-14,down,Myofiber_TypeI,-8.0961485
MYL12A,0.7606464,5.680952793343987e-16,4.572598903362575e-14,up,Myofiber_TypeI,8.095971
FKBP5,-2.276277,8.188976184835636e-161,1.3182613862348408e-156,down,Myofiber_TypeII,-27.021828
VCL,-2.1110806,6.5214975865075575e-111,5.249153407379932e-107,down,Myofiber_TypeII,-22.37749
ACACB,-2.3656943,6.154732874176773e-108,3.3026296602832573e-104,down,Myofiber_TypeII,-22.069885
MYOM2,-2.7365582,8.720417780326753e-105,3.5095321356925016e-101,down,Myofiber_TypeII,-21.739307
LPIN1,-2.2128634,6.172614196114062e-100,1.987334866580884e-96,down,Myofiber_TypeII,-21.22053
PTPRG,-2.125508,2.110610028061536e-96,5.6627667052890996e-93,down,Myofiber_TypeII,-20.83442
PDE7A,-1.7632271,2.145674258474325e-84,4.934437744702812e-81,down,Myofiber_TypeII,-19.465694
ACSL1,-1.918044,4.431147524654964e-80,8.916576606486949e-77,down,Myofiber_TypeII,-18.949818
WDPCP,-1.8331494,2.0432035622725567e-78,3.654610105051514e-75,down,Myofiber_TypeII,-18.747131
ANKRD2,-2.0781517,8.978475296178414e-72,1.4453549531788007e-68,down,Myofiber_TypeII,-17.915176
SLC38A1,-2.878748,2.537597799381416e-70,3.713659034040185e-67,down,Myofiber_TypeII,-17.728262
RORA,-1.1433834,2.0791388818772265e-69,2.7891648100383e-66,down,Myofiber_TypeII,-17.609598
RCAN2,-2.8193777,3.502414142826406e-66,4.3370663747091913e-63,down,Myofiber_TypeII,-17.183949
MYBPC1,-1.3141329,1.4845067986370253e-64,1.7069707460327736e-61,down,Myofiber_TypeII,-16.965256
LDB3,-1.50178,1.866653992855834e-61,2.003293065132881e-58,down,Myofiber_TypeII,-16.540756
BCL6,-1.1130301,4.7198292277206395e-60,4.748738181740428e-57,down,Myofiber_TypeII,-16.345024
UGP2,-1.6870588,5.96388503716042e-60,5.647448313424025e-57,down,Myofiber_TypeII,-16.330757
ZBTB16,-1.229644,4.191863924743904e-57,3.7489236366959645e-54,down,Myofiber_TypeII,-15.925863
TBC1D1,-2.3863707,3.129516561872586e-56,2.6515240848960467e-53,down,Myofiber_TypeII,-15.799629
ANK1,-2.5789235,4.0633535169364796e-56,3.270593245782172e-53,down,Myofiber_TypeII,-15.783158
KCNQ5,0.9111427,1.8877351993466995e-52,1.4470838685277698e-49,up,Myofiber_TypeII,15.241063
PPM1L,-1.3859262,2.515073190961442e-52,1.840347646731695e-49,down,Myofiber_TypeII,-15.222306
RASGEF1B,-1.3576002,6.067020611592869e-52,4.246386861105305e-49,down,Myofiber_TypeII,-15.164597
RHOB,-2.40594,8.430756164224519e-52,5.654929697153596e-49,down,Myofiber_TypeII,-15.142979
CST3,-1.663098,1.6585155654882929e-49,1.0679513429292216e-46,down,Myofiber_TypeII,-14.791644
GADD45G,-1.7910132,4.640778382946358e-47,2.8733557849488644e-44,down,Myofiber_TypeII,-14.40752
SLC19A2,-1.4871429,3.870337258276572e-46,2.3075810808791205e-43,down,Myofiber_TypeII,-14.260256
SORT1,-1.4412409,4.311214389930055e-46,2.4786403303247872e-43,down,Myofiber_TypeII,-14.252726
KIAA1217,-1.3445652,5.935734836422307e-46,3.2949468757491832e-43,down,Myofiber_TypeII,-14.230381
PPARGC1A,-2.19544,6.8033039573722174e-46,3.650652903525932e-43,down,Myofiber_TypeII,-14.220839
ROBO1,-1.9725132,1.1657243960744058e-45,6.05349397677606e-43,down,Myofiber_TypeII,-14.1831045
ASPH,-1.2504529,3.381657825931016e-45,1.701185240057422e-42,down,Myofiber_TypeII,-14.108186
ARID5B,-1.2225603,1.3263068693071678e-44,6.469966055183875e-42,down,Myofiber_TypeII,-14.01147
TBC1D8,-1.6216358,2.1028807566922426e-43,9.956521888597566e-41,down,Myofiber_TypeII,-13.813849
SGCD,-1.2642751,6.5985875325470025e-43,3.034973202826904e-40,down,Myofiber_TypeII,-13.731249
VEGFA,-1.7593671,1.4871783599687337e-42,6.520546277197117e-40,down,Myofiber_TypeII,-13.672254
FOXO3,-1.1974468,1.4986968086488588e-42,6.520546277197117e-40,down,Myofiber_TypeII,-13.671692
FBXO32,-1.0080079,9.813203464377662e-42,4.157182878146095e-39,down,Myofiber_TypeII,-13.534286
HDAC4,-1.2803595,3.1176680274523776e-41,1.286877433485343e-38,down,Myofiber_TypeII,-13.44907
ZFP36L1,-2.1539662,2.1370602747527647e-40,8.600599075742502e-38,down,Myofiber_TypeII,-13.305968
SIMC1,-2.0973413,7.436811405774875e-39,2.9199460978088772e-36,down,Myofiber_TypeII,-13.038015
NPAS2,-2.037954,8.295815513968461e-39,3.1796675748539126e-36,down,Myofiber_TypeII,-13.029677
PPP1R12B,-1.1725049,9.633271903581273e-38,3.6064281652058445e-35,down,Myofiber_TypeII,-12.841229
OBSCN,-0.97923094,1.0764556547389237e-37,3.938359802269817e-35,down,Myofiber_TypeII,-12.832631
NRAP,1.360393,2.03399190979732e-37,7.276267058648276e-35,up,Myofiber_TypeII,12.783246
FOXO1,-1.0874735,2.2837514554359128e-37,7.992137158610288e-35,down,Myofiber_TypeII,-12.774238
LPP,-1.1126096,3.0657239606870617e-37,1.0500430706200067e-34,down,Myofiber_TypeII,-12.751305
TUT4,-1.3354005,1.25634102386369e-36,4.213453708782851e-34,down,Myofiber_TypeII,-12.640883
CFLAR,-1.3850616,2.3672024159896973e-36,7.776984590326968e-34,down,Myofiber_TypeII,-12.590979
SH3RF2,-1.8183621,3.21030664829863e-36,1.0335903284862268e-33,down,Myofiber_TypeII,-12.566909
EYA4,-1.0510463,3.645146988402981e-36,1.1505799258688466e-33,down,Myofiber_TypeII,-12.55686
NRG2,-1.5418625,3.9838502020854703e-35,1.233308087560998e-32,down,Myofiber_TypeII,-12.366167
ANKS1B,-1.7752544,6.90342270655666e-35,2.0968169571726247e-32,down,Myofiber_TypeII,-12.321917
EEPD1,-1.3706781,3.086568588014539e-34,9.201403912936675e-32,down,Myofiber_TypeII,-12.20057
CD99,-1.7215884,3.370782663083357e-34,9.865974420057432e-32,down,Myofiber_TypeII,-12.193396
MYOM1,-1.2163709,8.013697485543544e-34,2.3036518236121427e-31,down,Myofiber_TypeII,-12.122639
ZFHX3,-1.1235634,3.294046781773952e-32,9.303081595262646e-30,down,Myofiber_TypeII,-11.814268
SPEG,-1.8860813,1.1619501796240627e-31,3.2250127571703735e-29,down,Myofiber_TypeII,-11.707846
CPED1,-1.2516677,1.9519723504578839e-31,5.325906931808646e-29,down,Myofiber_TypeII,-11.663773
SPATS2L,-2.0759437,3.124680048528036e-31,8.38351657020072e-29,down,Myofiber_TypeII,-11.623657
FSD2,-1.8504186,4.820676420338939e-31,1.272184410075676e-28,down,Myofiber_TypeII,-11.586567
GLUL,-1.156546,6.2117503058271365e-31,1.6128509100516975e-28,down,Myofiber_TypeII,-11.564825
ASB5,0.8094631,7.270197081352949e-31,1.8577084542161862e-28,up,Myofiber_TypeII,11.551312
TNNC2,0.95546067,1.8948783167186225e-30,4.7662111160213095e-28,up,Myofiber_TypeII,11.4686985
NFIA,-1.2373759,2.2338760630340547e-30,5.5324518250341875e-28,down,Myofiber_TypeII,-11.454446
RERE,-1.0477414,2.3235021463940463e-30,5.667232962522931e-28,down,Myofiber_TypeII,-11.451036
UBC,1.1157202,8.958499433004588e-30,2.152446624962804e-27,up,Myofiber_TypeII,11.333469
GHR,-1.119645,3.713592000819701e-29,8.791382945469934e-27,down,Myofiber_TypeII,-11.208275
PPP2R3B,-2.6078568,6.69244253806211e-29,1.561375941706143e-26,down,Myofiber_TypeII,-11.156015
AFF1,-0.9496752,1.2300243013202014e-28,2.8287044575218e-26,down,Myofiber_TypeII,-11.101756
ETS2,1.9044198,3.233600372818881e-28,7.331619549526527e-26,up,Myofiber_TypeII,11.015049
PDLIM3,-0.59760016,3.5052556905871525e-27,7.837167514871108e-25,down,Myofiber_TypeII,-10.798328
CKMT2,-1.5507661,4.050915720733292e-27,8.933101544159524e-25,down,Myofiber_TypeII,-10.785034
EPS15L1,-1.4233295,4.1135225441202406e-27,8.948579177736167e-25,down,Myofiber_TypeII,-10.783625
EEF2K,-1.7058967,1.2689538591004663e-26,2.723682563173241e-24,down,Myofiber_TypeII,-10.679543
MT1X,-1.0728467,1.6787764197841736e-26,3.5559135270638994e-24,down,Myofiber_TypeII,-10.653529
EGR1,2.1398325,1.7672071035023355e-26,3.694610383400078e-24,up,Myofiber_TypeII,10.64875
AKAP6,0.85226876,2.89393878235044e-26,5.9726444254201774e-24,up,Myofiber_TypeII,10.602734
TSC22D3,-1.3690121,3.2989472830983835e-26,6.722335868774403e-24,down,Myofiber_TypeII,-10.59048
NEDD4,-0.9241184,4.9189689873452245e-26,9.898195344785428e-24,down,Myofiber_TypeII,-10.5530205
MAP3K20,0.70331776,8.069122972966495e-26,1.6036634767754898e-23,up,Myofiber_TypeII,10.506429
PMP22,-1.5828884,1.0979409979569931e-25,2.155445632330692e-23,down,Myofiber_TypeII,-10.477335
PPP3CC,-1.1675929,1.3901242813986383e-25,2.6961711665006363e-23,down,Myofiber_TypeII,-10.45499
KLHL29,-1.0711688,1.7673243160851198e-25,3.386950814325984e-23,down,Myofiber_TypeII,-10.432208
STAC3,-1.0305078,1.394940898962222e-24,2.6418539519404532e-22,down,Myofiber_TypeII,-10.234095
SMG1,-0.96219426,1.5117936439878123e-24,2.8298667535948607e-22,down,Myofiber_TypeII,-10.226304
EGLN1,-1.3271769,4.5266930542754425e-24,8.375943079048974e-22,down,Myofiber_TypeII,-10.119512
BIN1,-0.8830434,2.685088781030823e-23,4.911881726935704e-21,down,Myofiber_TypeII,-9.943755
BNC2,-1.2672092,2.846618767754035e-23,5.148861676775782e-21,down,Myofiber_TypeII,-9.937937
NFIB,-1.2608672,4.182253878085678e-23,7.480658103269249e-21,down,Myofiber_TypeII,-9.899532
SPTBN1,-1.9931542,4.681357116681299e-23,8.281372182894017e-21,down,Myofiber_TypeII,-9.888251
RC3H1,-1.0726554,5.935574452455466e-23,1.038596494952479e-20,down,Myofiber_TypeII,-9.864455
MKNK2,-1.3285329,6.007255117894762e-23,1.0398364826652675e-20,down,Myofiber_TypeII,-9.863251
ENTREP1,-2.3076725,8.550884508877628e-23,1.464384455573532e-20,down,Myofiber_TypeII,-9.827748
PXN,-1.4550879,1.2535861534229332e-22,2.12423472608446e-20,down,Myofiber_TypeII,-9.789139
TP63,1.0227338,1.8410351157881213e-22,3.087185759787206e-20,up,Myofiber_TypeII,9.750201
TSPAN5,-1.686408,3.637132662963373e-22,6.036140371998388e-20,down,Myofiber_TypeII,-9.6808405
ELL2,-1.0447321,9.769970084376142e-22,1.6048671267172156e-19,down,Myofiber_TypeII,-9.579306
PRKAG3,-2.2814345,1.0107128613568297e-21,1.643480367891136e-19,down,Myofiber_TypeII,-9.575801
LINGO1,-0.8890329,1.2226338903491124e-21,1.9681960366840011e-19,down,Myofiber_TypeII,-9.556112
TXNIP,0.9631356,1.413535624607856e-21,2.2529798499937885e-19,up,Myofiber_TypeII,9.5410795
FOSL2,-1.5453585,1.7967140769449767e-21,2.835637569672572e-19,down,Myofiber_TypeII,-9.516174
INO80D,-1.1653551,2.266824757243329e-21,3.5428490235051563e-19,down,Myofiber_TypeII,-9.491982
PHKA1,-1.1659127,3.0537617672799815e-21,4.726870858622418e-19,down,Myofiber_TypeII,-9.4608755
SRL,-1.0752157,4.82944307908774e-21,7.404226160681376e-19,down,Myofiber_TypeII,-9.412832
ST3GAL1,-1.7210345,6.007326559025988e-21,9.123202164830222e-19,down,Myofiber_TypeII,-9.389872
SLC26A3,-1.4024694,1.4122298671044342e-20,2.124680037443662e-18,down,Myofiber_TypeII,-9.299413
ADPRHL1,-1.0667466,1.5311140964689518e-20,2.2822106226812213e-18,down,Myofiber_TypeII,-9.290815
PRKG1,0.50921863,1.5706094722228863e-20,2.319602870077433e-18,up,Myofiber_TypeII,9.288104
MYL11,-1.0140834,1.7986609224906435e-20,2.622650803793724e-18,down,Myofiber_TypeII,-9.27366
MTUS1,-1.2505232,1.808387620953556e-20,2.622650803793724e-18,down,Myofiber_TypeII,-9.273085
SSBP2,-0.9347369,2.6634680107705526e-20,3.828259646195033e-18,down,Myofiber_TypeII,-9.2317095
LAMA2,-1.5342408,3.9765003889037604e-20,5.664929492086084e-18,down,Myofiber_TypeII,-9.188691
FGD4,-1.381385,6.156247336849235e-20,8.693269265666577e-18,down,Myofiber_TypeII,-9.141552
CRYAB,-0.88361365,6.449005515264114e-20,9.027486155193193e-18,down,Myofiber_TypeII,-9.136527
GPAT3,1.3799525,8.761835396227888e-20,1.2159312604179013e-17,up,Myofiber_TypeII,9.103312
OTUD1,3.4673278,1.1113536876800563e-19,1.5291086892541493e-17,up,Myofiber_TypeII,9.077462
MYOM3,-2.1638646,1.4050081723959024e-19,1.916764538917732e-17,down,Myofiber_TypeII,-9.051901
ABHD2,-1.0902413,1.525233046400377e-19,2.063294250500275e-17,down,Myofiber_TypeII,-9.042933
CACNA2D3,-1.1251067,1.6520945880237105e-19,2.2162848898338077e-17,down,Myofiber_TypeII,-9.034198
IP6K3,-0.92834395,1.6842460960898482e-19,2.240743277260692e-17,down,Myofiber_TypeII,-9.032089
STIM1,-0.9318696,2.3538068800873604e-19,3.105867471774289e-17,down,Myofiber_TypeII,-8.995397
DMD,0.124598876,2.8527004474507964e-19,3.733558683175847e-17,up,Myofiber_TypeII,8.974257
ENAH,-0.8759039,6.126689000410118e-19,7.953825768435651e-17,down,Myofiber_TypeII,-8.889713
SQSTM1,0.69343585,2.55436644203331e-18,3.289615278708177e-16,up,Myofiber_TypeII,8.729661
MT2A,-1.0062786,2.6533021763275432e-18,3.3899093995651423e-16,down,Myofiber_TypeII,-8.725362
C1orf21,-0.81584466,3.1375534138734557e-18,3.9770342406720364e-16,down,Myofiber_TypeII,-8.706372
FOS,1.6572238,4.506577462043501e-18,5.667725311248148e-16,up,Myofiber_TypeII,8.665216
IQGAP1,-0.9921105,7.778713737414549e-18,9.70711114301546e-16,down,Myofiber_TypeII,-8.602811
PPDPFL,1.6737337,1.7066174827788088e-17,2.1133175567517897e-15,up,Myofiber_TypeII,8.512201
STRN3,0.75891435,1.989299532752265e-17,2.4445606013928214e-15,up,Myofiber_TypeII,8.494416
NBPF19,-2.360933,2.720082263715793e-17,3.3172639607043047e-15,down,Myofiber_TypeII,-8.457997
NR4A3,-2.2960792,2.9566916689298666e-17,3.578708457626542e-15,down,Myofiber_TypeII,-8.448263
RRAD,-1.5320588,3.016560770588494e-17,3.6239250212637e-15,down,Myofiber_TypeII,-8.445922
RAB7A,-0.8373231,3.626496471278828e-17,4.324395569973821e-15,down,Myofiber_TypeII,-8.424385
CECR2,-0.8620663,3.9591305564015393e-17,4.6863296835994104e-15,down,Myofiber_TypeII,-8.414103
RNF157,-1.6805229,4.7178008360845626e-17,5.543588164911626e-15,down,Myofiber_TypeII,-8.393525
PHC2,-1.3280574,5.3212682056752206e-17,6.207375041663747e-15,down,Myofiber_TypeII,-8.379368
ACTN2,-0.77384895,6.14813417282263e-17,7.120335533388396e-15,down,Myofiber_TypeII,-8.3623495
KAT6B,1.097366,6.949235402732e-17,7.990627965227123e-15,up,Myofiber_TypeII,8.347892
IL32,1.8629681,9.02148377486174e-17,1.029984722040598e-14,up,Myofiber_TypeII,8.317004
SOX6,-0.742384,9.265317122101732e-17,1.0503737678281244e-14,down,Myofiber_TypeII,-8.313841
MLXIP,-0.92769533,1.1212861582993806e-16,1.2622702500911488e-14,down,Myofiber_TypeII,-8.291182
USP54,-0.9881466,1.2433173692319467e-16,1.3899252090205471e-14,down,Myofiber_TypeII,-8.278887
PPM1B,0.72488284,1.5896025866720432e-16,1.7647877544997616e-14,up,Myofiber_TypeII,8.249574
CHRNA1,-1.33867,1.9809151923866943e-16,2.18416251829048e-14,down,Myofiber_TypeII,-8.223231
CEBPD,-0.91471446,2.6387794338680216e-16,2.889732743293021e-14,down,Myofiber_TypeII,-8.188785
MAFB,-3.2833676,2.706553672369259e-16,2.943925744445968e-14,down,Myofiber_TypeII,-8.185731
JARID2,-1.2393521,3.158625038627871e-16,3.412586971263857e-14,down,Myofiber_TypeII,-8.16711
DGKD,0.77932787,3.5437718303761267e-16,3.80317592835966e-14,up,Myofiber_TypeII,8.153214
PKDCC,-1.5439621,4.93895495867501e-16,5.2653839023013444e-14,down,Myofiber_TypeII,-8.112989
ROCK2,-1.0488535,5.784761398040358e-16,6.126519012214058e-14,down,Myofiber_TypeII,-8.093766
SLC7A2,-0.7350211,7.997455836099684e-16,8.414578042453119e-14,down,Myofiber_TypeII,-8.054239
ANO5,-0.9453077,8.224346445156869e-16,8.597112277541254e-14,down,Myofiber_TypeII,-8.050817
RAB11FIP3,-1.3902627,8.884983971014916e-16,9.227772384864396e-14,down,Myofiber_TypeII,-8.041356
PICALM,0.9678809,1.1790326463605469e-15,1.2166709962251334e-13,up,Myofiber_TypeII,8.00662
VWA8,-0.9258556,1.2410721179590365e-15,1.2725336913951956e-13,down,Myofiber_TypeII,-8.000309
SERPINF1,-1.0798427,1.767243807109963e-15,1.800575367522543e-13,down,Myofiber_TypeII,-7.9566746
TTN,0.13644838,1.789468542418261e-15,1.8040164253570808e-13,up,Myofiber_TypeII,7.9551277
SCN4A,-1.2278676,1.7930340915463594e-15,1.8040164253570808e-13,down,Myofiber_TypeII,-7.954881
TNIK,-0.92866784,1.9031053993741804e-15,1.902868988765563e-13,down,Myofiber_TypeII,-7.9475017
MCU,0.963872,2.0712948409704288e-15,2.0582533549346893e-13,up,Myofiber_TypeII,7.9370003
REV3L,-0.80732566,2.2252237709554664e-15,2.197647378211111e-13,down,Myofiber_TypeII,-7.928101
ZNF438,-1.034353,2.728582791999015e-15,2.67833693814635e-13,down,Myofiber_TypeII,-7.902731
ABRA,-1.0485319,3.1754844754796456e-15,3.0981181264406883e-13,down,Myofiber_TypeII,-7.8838096
MSI2,-0.72617644,3.195738295177429e-15,3.0990960889015813e-13,down,Myofiber_TypeII,-7.883015
CDK14,-1.3456265,3.670515786472291e-15,3.5382013850677214e-13,down,Myofiber_TypeII,-7.865696
SETBP1,-0.8576639,3.996321449348274e-15,3.829332303071937e-13,down,Myofiber_TypeII,-7.855044
PIK3R1,-0.9855611,5.4535963622563204e-15,5.194792558556346e-13,down,Myofiber_TypeII,-7.8159823
LRRFIP2,-0.71947193,5.9005257049711116e-15,5.587450752860292e-13,down,Myofiber_TypeII,-7.806056
BMERB1,-1.4379629,6.759455348024261e-15,6.363374982017225e-13,down,Myofiber_TypeII,-7.788901
SLC22A5,-1.585414,8.863859915448188e-15,8.295954472028193e-13,down,Myofiber_TypeII,-7.7545767
HOMER1,-1.0952103,9.703998004010263e-15,9.029766466390592e-13,down,Myofiber_TypeII,-7.743076
SYNPO2,-0.7687433,1.4433363928840703e-14,1.3353350145199864e-12,down,Myofiber_TypeII,-7.692459
R3HDM1,-1.2052712,2.3465557391642355e-14,2.158563102232335e-12,down,Myofiber_TypeII,-7.630054
MPRIP,-0.9138324,2.7702309537756324e-14,2.533816925788644e-12,down,Myofiber_TypeII,-7.608627
ANKRD28,-1.0852196,2.8349255073515464e-14,2.578340724143797e-12,down,Myofiber_TypeII,-7.6056423
TCAP,0.8691832,3.450856927025536e-14,3.120892966924556e-12,up,Myofiber_TypeII,7.5801764
FHOD3,-1.55195,3.5780175436019976e-14,3.2178171182628466e-12,down,Myofiber_TypeII,-7.57548
PIK3CB,-1.5056757,3.8760081631300986e-14,3.466443300559351e-12,down,Myofiber_TypeII,-7.5650883
NBPF14,-2.7419217,4.1680072484061774e-14,3.706993408002356e-12,down,Myofiber_TypeII,-7.555641
MAT2A,-1.0608685,4.461406798646304e-14,3.946138826626824e-12,down,Myofiber_TypeII,-7.546783
PRKAG2,-3.763896,5.4454768743757023e-14,4.790234247196724e-12,down,Myofiber_TypeII,-7.5207696
PALMD,-1.2968594,9.302186824100897e-14,8.138402363824796e-12,down,Myofiber_TypeII,-7.450451
FILIP1,-0.7098339,1.0305704648013357e-13,8.967634239119947e-12,down,Myofiber_TypeII,-7.4369235
CADM2,-1.3293403,1.1403627209504696e-13,9.869655420355191e-12,down,Myofiber_TypeII,-7.4235334
ZFP36L2,-1.8641745,1.5416577464501082e-13,1.3271447273986011e-11,down,Myofiber_TypeII,-7.383514
TBX15,-1.2039846,1.5790522409099573e-13,1.3521054773493878e-11,down,Myofiber_TypeII,-7.3803234
SMYD1,-1.4686931,1.623333706742882e-13,1.3826680429178262e-11,down,Myofiber_TypeII,-7.376641
HSPB3,-1.2687666,3.048582627582015e-13,2.5829517441481724e-11,down,Myofiber_TypeII,-7.2922335
PPTC7,-1.0129098,3.640369653715495e-13,3.06820265369173e-11,down,Myofiber_TypeII,-7.268301
CYP27A1,-1.9577087,4.042504173549346e-13,3.3893870930102796e-11,down,Myofiber_TypeII,-7.2541304
RIC1,-1.0346193,4.146837120119843e-13,3.458848909828458e-11,down,Myofiber_TypeII,-7.2506804
MAX,-0.8788927,4.502696296790914e-13,3.736309535347429e-11,down,Myofiber_TypeII,-7.239522
CSDE1,0.7253143,4.984505911899909e-13,4.1149013420392174e-11,up,Myofiber_TypeII,7.225721
PDZRN3,-1.0850837,6.07736333016036e-13,4.991499739230685e-11,down,Myofiber_TypeII,-7.198735
SOS2,-0.9774368,8.019363110852336e-13,6.553081591802075e-11,down,Myofiber_TypeII,-7.160824
SYPL2,-0.9091312,9.244311299905258e-13,7.515905217468427e-11,down,Myofiber_TypeII,-7.1413136
RBM20,-0.7411815,1.0219876735232023e-12,8.267315360993221e-11,down,Myofiber_TypeII,-7.127513
NPIPB5,-1.0231565,1.0802653119497414e-12,8.69505549588347e-11,down,Myofiber_TypeII,-7.119873
LAMB1,-2.05120133743205,4.12020589141326e-17,5.36533211179835e-13,down,fibroblast_deseq2,-8.40942642377668
TPM3,-2.99661235046226,5.45855136455218e-15,2.5716769577511e-11,down,fibroblast_deseq2,-7.81586809496467
RHOBTB3,-0.892891187955751,5.92461286534579e-15,2.5716769577511e-11,down,fibroblast_deseq2,-7.8055425113138
PAMR1,2.32182290116671,3.71654054769584e-11,9.69304022805255e-08,up,fibroblast_deseq2,6.61495927181163
WWTR1,-1.18987363221262,3.7217939748320297e-11,9.69304022805255e-08,down,fibroblast_deseq2,-6.6147503117501
ZC3H13,-0.897752025914664,5.98746600738135e-11,1.299479705802e-07,down,fibroblast_deseq2,-6.54405025984462
COL4A1,-2.35064629562927,2.79542160766949e-10,5.20028288215315e-07,down,fibroblast_deseq2,-6.30971921361498
SOCS4,-1.72129747468074,1.37409348200188e-09,2.23668066532856e-06,down,fibroblast_deseq2,-6.05848524636144
LONRF2,-4.24929461831863,3.31307173087979e-09,4.11392704960194e-06,down,fibroblast_deseq2,-5.91528213905799
GASK1B,-2.52382900221742,3.47478572725059e-09,4.11392704960194e-06,down,fibroblast_deseq2,-5.90743347545838
TJP1,-1.26096232213787,3.71106203428014e-09,4.11392704960194e-06,down,fibroblast_deseq2,-5.89658296656053
SUPT16H,-1.3821820288677,3.791055490341221e-09,4.11392704960194e-06,down,fibroblast_deseq2,-5.89306136075935
GOLGA8B,-1.76055401267422,7.1648536831755505e-09,7.17697882017785e-06,down,fibroblast_deseq2,-5.78701417022288
GABPB2,-0.988009479574867,8.44309437354253e-09,7.85328392373363e-06,down,fibroblast_deseq2,-5.7593650207244
HDHD3,1.14987009207098,1.07191864811267e-08,9.30568309048214e-06,up,fibroblast_deseq2,5.71893804874348
ZNF660,-2.17134616358226,1.47092312403372e-08,1.19714755757294e-05,down,fibroblast_deseq2,-5.66492097277911
GOLGB1,-1.51375226524072,2.74600197583304e-08,2.10343751348811e-05,down,fibroblast_deseq2,-5.55690494748369
SEPTIN11,-2.32532740917441,4.31930531247969e-08,3.12477743217281e-05,down,fibroblast_deseq2,-5.47727301526509
COX20,-0.927899974118491,4.80612617256534e-08,3.29396710627084e-05,down,fibroblast_deseq2,-5.45833780494663
PLA2G15,1.48460231993941,5.97688022964547e-08,3.80746699100979e-05,up,fibroblast_deseq2,5.41949146778138
TLN1,-1.07543043013026,6.14013260721898e-08,3.80746699100979e-05,down,fibroblast_deseq2,-5.4146715039918
COL4A2,-1.78715142279717,6.86958470468447e-08,4.06616963747278e-05,down,fibroblast_deseq2,-5.39454908348755
CMYA5,-2.38746931647837,7.29540270927966e-08,4.13046669914086e-05,down,fibroblast_deseq2,-5.38373959328296
TASOR2,-1.62299628752617,9.22769492437393e-08,5.00679347104989e-05,down,fibroblast_deseq2,-5.34131068774732
NOC3L,-1.52055217383549,1.11169861040462e-07,5.71336554766239e-05,down,fibroblast_deseq2,-5.30744938573245
PTPN1,-1.66764934839535,1.14074262201829e-07,5.71336554766239e-05,down,fibroblast_deseq2,-5.30274492613718
TOP1,-1.04909424722874,1.62238165696041e-07,7.72114295894127e-05,down,fibroblast_deseq2,-5.23809998601541
SLC25A18,-3.53572058118989,1.69464477329953e-07,7.72114295894127e-05,down,fibroblast_deseq2,-5.23004969693231
PPDPFL,-4.33133252584762,1.71949889271461e-07,7.72114295894127e-05,down,fibroblast_deseq2,-5.22735743489302
HSPB2,1.33146008386567,2.27204046939072e-07,9.86217033080198e-05,up,fibroblast_deseq2,5.17558000171814
IGF2,-3.2221855868482,2.68668637785984e-07,0.0001128581613306,down,fibroblast_deseq2,-5.14419619983777
ZSWIM4,1.88067235074076,2.92595335941364e-07,0.0001190680145196,up,fibroblast_deseq2,5.128155106233
NOVA1,0.669199273863753,3.10201705683967e-07,0.0001224074730732,up,fibroblast_deseq2,5.11714101425909
EEF1AKMT3,1.30827347700653,3.21036717686527e-07,0.0001229570628739,up,fibroblast_deseq2,5.11065916040248
CEBPZ,-1.10484574943883,4.20455638717976e-07,0.0001564335236395,down,fibroblast_deseq2,-5.05945538462608
RFNG,-1.6051694807574,4.84231764432497e-07,0.0001751573899011,down,fibroblast_deseq2,-5.03245758496241
WDR43,-1.5844273804691,5.12000101505054e-07,0.0001801963600486,down,fibroblast_deseq2,-5.02176046997106
EIF5B,-0.753590429163868,5.63681175197875e-07,0.0001931646385112,down,fibroblast_deseq2,-5.00326244351464
COL5A3,-1.42110263621891,6.34365853859604e-07,0.0002118131320246,down,fibroblast_deseq2,-4.98045001782305
CABIN1,1.1236170076982,6.50966307716268e-07,0.000211922081477,up,fibroblast_deseq2,4.97544882588699
NCOA7,-0.892577211124651,6.69732783889368e-07,0.0002127136661416,down,fibroblast_deseq2,-4.96994099849004
PAK2,-1.05858274780893,8.98150234685363e-07,0.0002784693418112,down,fibroblast_deseq2,-4.9127341483268
TNFSF10,1.63780518379572,9.41663744114393e-07,0.0002851708203687,up,fibroblast_deseq2,4.90345322354115
PRKD2,1.18984654565856,9.8800855402598e-07,0.0002875795827069,up,fibroblast_deseq2,4.89401191041961
PRKDC,-1.34993307921272,9.93785994609948e-07,0.0002875795827069,down,fibroblast_deseq2,-4.89286495592305
TIAM1,-2.1237736819127,1.0432521907106e-06,0.0002917961900232,down,fibroblast_deseq2,-4.88329951202703
COL6A6,-4.17297610127326,1.05776225168246e-06,0.0002917961900232,down,fibroblast_deseq2,-4.88057640065442
PACC1,2.13458894564693,1.09617853234772e-06,0.0002917961900232,up,fibroblast_deseq2,4.87353677100386
IL1RL1,-6.74298784923401,1.0979890424773e-06,0.0002917961900232,down,fibroblast_deseq2,-4.87321089046625
