gene,log2fc,pval,padj,direction,cell_type
FKBP5,2.5949562,1.1721219703680672e-73,2.353565101167157e-70,up,excitatory_neuron
RHBDL3,2.2677407,1.652982126768974e-72,3.030491188672492e-69,up,excitatory_neuron
SEMA3A,1.4475446,8.716847084281562e-70,1.5315137125120858e-66,up,excitatory_neuron
SNTG2,1.8168552,7.134922904750866e-67,1.1142899782393693e-63,up,excitatory_neuron
CLU,1.3771046,6.73056137955374e-63,9.155083280375567e-60,up,excitatory_neuron
GPC5,1.1169903,1.1396786848039659e-62,1.501775971941526e-59,up,excitatory_neuron
WIPF3,1.332761,1.287294830910644e-57,1.1800295898915027e-54,up,excitatory_neuron
AVPI1,2.079691,1.78592721450407e-56,1.5688998511248566e-53,up,excitatory_neuron
TSIX,1.0470483,9.538446615339228e-52,6.703461307150154e-49,up,excitatory_neuron
SPOCK3,1.2819076,1.317770546172444e-47,7.717559808396312e-45,up,excitatory_neuron
KDELR3,0.9987699,4.023787753685944e-45,2.1752699770471177e-42,up,excitatory_neuron
YJU2,2.1014917,2.2634764685193167e-44,1.1639513688787077e-41,up,excitatory_neuron
LINC02253,1.4109211,1.6428016515499238e-42,7.529567091402786e-40,up,excitatory_neuron
MT-TS1,0.7947598,2.147276171214332e-41,8.876881795254386e-39,up,excitatory_neuron
MPHOSPH8,0.93740237,2.7416258941389606e-41,1.1010108483634055e-38,up,excitatory_neuron
PNISR,0.6343472,4.1622310687813416e-41,1.655743372427385e-38,up,excitatory_neuron
MTND2P28,1.6414938,9.031040361213153e-40,3.2548023838570506e-37,up,excitatory_neuron
KIAA0930,0.9452845,1.6954974666011455e-38,5.765648522110524e-36,up,excitatory_neuron
ADD3,0.82939744,1.962229100898965e-38,6.619305159808533e-36,up,excitatory_neuron
WWOX,0.65358317,3.326463349237437e-38,1.1132300003753576e-35,up,excitatory_neuron
CCND3,1.2024459,3.434748958277536e-38,1.1404177899503058e-35,up,excitatory_neuron
FHIT,0.65761024,6.25314683955244e-37,1.8834031627386262e-34,up,excitatory_neuron
PCDH15,1.1768254,1.705835566291434e-36,4.9951366891535354e-34,up,excitatory_neuron
LMCD1-AS1,0.98964864,2.290846200974904e-36,6.6619387418281925e-34,up,excitatory_neuron
SYNPR,0.9457087,6.670842998008657e-36,1.9135335829730002e-33,up,excitatory_neuron
RUNX1,1.1672118,6.576131971731085e-35,1.7775369028973374e-32,up,excitatory_neuron
COL21A1,1.5807151,9.169045296508415e-35,2.4626186816424862e-32,up,excitatory_neuron
SCAPER,0.5412357,6.184874206669801e-34,1.5523666111466995e-31,up,excitatory_neuron
TEX9,0.8427222,1.7547585677384214e-33,4.277046504383007e-31,up,excitatory_neuron
ADAM7-AS1,0.79337186,2.632243527344196e-33,6.270836882345916e-31,up,excitatory_neuron
MT-RNR1,0.67931336,2.701638457408405e-33,6.399999372670798e-31,up,excitatory_neuron
PKD1L1,1.1898592,8.153315737948306e-33,1.910004804011479e-30,up,excitatory_neuron
SORT1,0.7007441,1.5701024891406006e-32,3.5594898741715975e-30,up,excitatory_neuron
MT-ND3,1.1034422,2.6667141907039594e-32,5.826286905669112e-30,up,excitatory_neuron
EPB41,0.71685964,1.0723328931310395e-31,2.2836899547806336e-29,up,excitatory_neuron
MT-ND6,0.7606212,1.636826046331099e-31,3.4168338562199725e-29,up,excitatory_neuron
CCDC54-AS1,0.8107041,2.6813397003629853e-31,5.462031456290146e-29,up,excitatory_neuron
IL12A-AS1,1.0064104,2.958899929403529e-31,5.998458332844163e-29,up,excitatory_neuron
DGKG,0.8409008,5.541080349824197e-31,1.1021261090143252e-28,up,excitatory_neuron
MEF2C-AS1,0.57733285,9.109836126566876e-31,1.803448168774392e-28,up,excitatory_neuron
SHOC1,0.81882226,4.473182932462704e-30,8.420567174694413e-28,up,excitatory_neuron
FAM66A,1.6343898,2.748747852379053e-29,4.9532671235584414e-27,up,excitatory_neuron
MT-RNR2,0.5898826,3.3231272882867666e-29,5.912502462666165e-27,up,excitatory_neuron
POT1-AS1,0.8438462,6.953926761265603e-29,1.1871507277015658e-26,up,excitatory_neuron
LINC01470,1.1716609,7.083538079442757e-29,1.204401412080092e-26,up,excitatory_neuron
CFAP298-TCP10L,0.63406765,9.792208498799283e-29,1.6516322230754778e-26,up,excitatory_neuron
GPI,0.7942608,2.0394684414300343e-28,3.3724810105796176e-26,up,excitatory_neuron
LENG9,0.6735297,4.0266697516015395e-28,6.555698201381549e-26,up,excitatory_neuron
MTCO1P12,0.6683445,4.2289353565932765e-28,6.832242037604165e-26,up,excitatory_neuron
NISCH,1.1170923,7.55395775488806e-28,1.2019914590579804e-25,up,excitatory_neuron
DNAH14,0.7167363,8.337647751070655e-28,1.3217052357872039e-25,up,excitatory_neuron
RPS6KA5,0.6281424,1.066594914248182e-27,1.6657447314482624e-25,up,excitatory_neuron
ZFHX3,0.9001883,1.355389709499654e-27,2.101202863252644e-25,up,excitatory_neuron
MCTP1,0.58029026,1.5183752110487329e-27,2.345250092464906e-25,up,excitatory_neuron
INPP4B,0.62548375,2.4193476562743285e-27,3.682910924986268e-25,up,excitatory_neuron
ZBTB20,0.7233107,4.085444524817562e-27,6.130638408469114e-25,up,excitatory_neuron
LHFPL6,0.6537483,4.501113512902184e-27,6.730441613423631e-25,up,excitatory_neuron
XIST,0.79067117,2.6111095943150645e-26,3.7706389816261424e-24,up,excitatory_neuron
LINC00499,1.2664466,3.8715549529271503e-26,5.5717357576818835e-24,up,excitatory_neuron
SRRM2,0.6709163,4.212477088422676e-26,6.00092977660537e-24,up,excitatory_neuron
PTPRM,0.7595672,8.323625223501335e-26,1.1395529376603273e-23,up,excitatory_neuron
ZBTB16,0.53235143,1.2423077017295947e-25,1.6898189954461877e-23,up,excitatory_neuron
PALLD,0.8423402,1.4789558699520073e-25,1.979781973595756e-23,up,excitatory_neuron
ROS1,1.6195962,1.6482113854715584e-25,2.178687444864552e-23,up,excitatory_neuron
SNRPN,0.4736972,2.218433120136265e-25,2.8871811536045033e-23,up,excitatory_neuron
LENG8,0.607423,3.897998273356895e-25,4.965767165940792e-23,up,excitatory_neuron
NEK7,0.8885836,4.146496254223703e-25,5.25060983639192e-23,up,excitatory_neuron
OPRM1,0.6014195,1.015844372774974e-24,1.2524885867486062e-22,up,excitatory_neuron
TTC28,0.52720237,1.3689444222375618e-24,1.6731675203620656e-22,up,excitatory_neuron
CNBD1,1.1822603,1.4490244503721004e-24,1.7659252600820912e-22,up,excitatory_neuron
BBS9,0.49925378,1.5906809972924556e-24,1.9274208509434192e-22,up,excitatory_neuron
MT-CO1,0.42801803,1.6883591975108767e-24,2.0399152516172252e-22,up,excitatory_neuron
LINC02955,0.8768612,2.3797188591500103e-24,2.834621613948545e-22,up,excitatory_neuron
LINC00871,1.264781,3.355662655961435e-24,3.963535776300444e-22,up,excitatory_neuron
LEPR,0.784781,6.955381624224786e-24,8.101866766538303e-22,up,excitatory_neuron
ARL17B,0.7171572,8.363970573759024e-24,9.689108439112549e-22,up,excitatory_neuron
PLXDC2,0.5735376,1.0655038022916824e-23,1.224226126191645e-21,up,excitatory_neuron
NPSR1-AS1,0.9859961,1.333515328508585e-23,1.5279983928592794e-21,up,excitatory_neuron
PHACTR1,-0.83114314,1.5223517410740143e-123,6.419300586586796e-119,down,excitatory_neuron
PDE10A,-1.0861937,5.340453921196594e-119,1.125954602475484e-114,down,excitatory_neuron
PCDH9,-0.7090016,1.289350568322052e-117,1.8122681804811988e-113,down,excitatory_neuron
NRXN3,-0.7300936,3.0244777900428067e-114,3.1883288743183763e-110,down,excitatory_neuron
LDB2,-0.75193846,2.8227785132602253e-103,2.3805620313728784e-99,down,excitatory_neuron
HOMER1,-1.0866892,6.68982734794188e-103,4.701499163011088e-99,down,excitatory_neuron
PLCB1,-0.66887146,7.13003654865838e-101,4.2950321592468273e-97,down,excitatory_neuron
CALM2,-0.9550301,4.3138165112508686e-98,2.2737587603739424e-94,down,excitatory_neuron
CELF2,-0.5705024,9.350512585589465e-96,4.380922935517232e-92,down,excitatory_neuron
PPFIA2,-0.7255811,2.2296984303411298e-95,9.401969371219444e-92,down,excitatory_neuron
PTPRD,-0.5836974,1.32636006829963e-90,4.660718749999208e-87,down,excitatory_neuron
CCSER1,-0.5358187,1.0403688966342452e-88,3.374556558798171e-85,down,excitatory_neuron
CAMK4,-0.91643584,4.796068893925367e-85,1.4445416932153638e-81,down,excitatory_neuron
RGS7,-0.63918364,1.658990775533514e-83,4.6636442687947786e-80,down,excitatory_neuron
RIMS1,-0.69776,3.895080915585142e-83,1.026524231046742e-79,down,excitatory_neuron
SPRED1,-1.1861951,2.846885459804369e-82,7.061448187268873e-79,down,excitatory_neuron
NECTIN3,-1.1572595,2.971583339420098e-78,6.961264148518183e-75,down,excitatory_neuron
EGR1,-1.7665647,2.0672828794788248e-76,4.587953535735979e-73,down,excitatory_neuron
DDX3P1,-1.2865611,7.062450561838508e-76,1.489011764205222e-72,down,excitatory_neuron
DLG2,-0.41736332,1.1980001273218954e-72,2.2961850622173803e-69,down,excitatory_neuron
GRIN2A,-0.58134687,2.161527837786225e-68,3.64580577343727e-65,down,excitatory_neuron
CELF2-AS2,-0.79288936,9.244564998873168e-68,1.499290662721096e-64,down,excitatory_neuron
MAP2,-0.5950951,3.6518456581055633e-66,5.49954913804776e-63,down,excitatory_neuron
RTN4,-0.6823851,1.839133364773172e-65,2.674163330772081e-62,down,excitatory_neuron
PCDH7,-0.7161352,5.861397074231476e-64,8.238584347637288e-61,down,excitatory_neuron
STAT1,-0.66383874,1.6376121918165852e-62,2.092521008858484e-59,down,excitatory_neuron
KCNQ5,-0.6050524,2.5302088258033506e-62,3.137979869342644e-59,down,excitatory_neuron
SEPTIN7,-0.7727037,7.608876777603213e-62,9.166957345176992e-59,down,excitatory_neuron
PCDH9-AS2,-0.70084506,1.0385322545173009e-61,1.2164385993397505e-58,down,excitatory_neuron
LRRTM4,-0.7077462,4.141265152774415e-61,4.719587235055102e-58,down,excitatory_neuron
JMJD1C,-0.53637785,4.920517405588369e-61,5.460090985301178e-58,down,excitatory_neuron
COPG2,-0.731587,5.283067050927728e-60,5.712079188114601e-57,down,excitatory_neuron
GRIN2B,-0.62270993,6.081468278680838e-60,6.410931822678371e-57,down,excitatory_neuron
ATP2B1,-0.6716619,1.7181091932955397e-59,1.7670124476510492e-56,down,excitatory_neuron
FZD3,-0.7727648,6.42786140308229e-59,6.3033402740411825e-56,down,excitatory_neuron
GLS,-0.6412596,1.7596254975909336e-58,1.6863210990208384e-55,down,excitatory_neuron
DOK6,-0.8636634,4.024147212620384e-58,3.770804789212527e-55,down,excitatory_neuron
LUC7L2,-0.7552102,1.5692767925569132e-56,1.407908393866965e-53,down,excitatory_neuron
FAM66D,-1.0690708,2.1992916884421566e-55,1.8926027066640903e-52,down,excitatory_neuron
SPRY4-AS1,-0.8831195,1.6444388295618774e-54,1.363411685416316e-51,down,excitatory_neuron
R3HDM1,-0.58872336,1.7284010236762962e-54,1.4015670377953537e-51,down,excitatory_neuron
MIR181A1HG,-1.0481063,1.8657999850903443e-54,1.4844375088925385e-51,down,excitatory_neuron
ETV5,-0.9936892,3.2613220146331064e-54,2.5466697294635966e-51,down,excitatory_neuron
CSMD3,-0.45421287,4.0117296744001887e-54,3.075683730553323e-51,down,excitatory_neuron
HIVEP2,-0.6773158,7.51281218358659e-53,5.657013416880281e-50,down,excitatory_neuron
ARPP19,-0.7954977,3.81472539893101e-52,2.8220267701179628e-49,down,excitatory_neuron
GRIA2,-0.5659181,3.973340809996461e-52,2.888687274743461e-49,down,excitatory_neuron
ANKRD17,-0.5987944,8.944283685232771e-52,6.392434070427291e-49,down,excitatory_neuron
CHRM3-AS2,-0.92586195,9.947942842390372e-52,6.876637800574999e-49,down,excitatory_neuron
CHRM3,-0.58785856,4.296857680490728e-50,2.8310249658320707e-47,down,excitatory_neuron
YWHAZ,-0.7338338,6.897751323872589e-50,4.474730462672854e-47,down,excitatory_neuron
KCTD16,-0.74579984,2.4289076895153333e-49,1.5518144021786827e-46,down,excitatory_neuron
CSMD1,-0.3990645,4.807465229106045e-49,3.0256177062046955e-46,down,excitatory_neuron
FMC1-LUC7L2,-0.7597174,5.687932132002778e-49,3.527103444267075e-46,down,excitatory_neuron
NLGN1,-0.5215354,9.271690507747914e-49,5.6660778788435696e-46,down,excitatory_neuron
RBFOX1,-0.38234445,9.564405264909033e-49,5.761461097220274e-46,down,excitatory_neuron
MGAT4C,-0.818381,1.0395621567194368e-48,6.1739742904772536e-46,down,excitatory_neuron
BRINP3,-0.7222609,2.2249374793659883e-46,1.2851909409921317e-43,down,excitatory_neuron
PTPRR,-0.670805,1.0571252686780212e-45,5.943440160579483e-43,down,excitatory_neuron
EPB41L2,-0.6491664,1.4189978849558137e-45,7.8730110282805e-43,down,excitatory_neuron
FLRT2,-0.6381769,2.38321749327302e-45,1.3051056108940706e-42,down,excitatory_neuron
UNC80,-0.5202039,7.62807903191048e-45,4.071559601754041e-42,down,excitatory_neuron
STARD4,-1.0039693,2.2054721917453724e-44,1.148125258139841e-41,down,excitatory_neuron
IL1RAPL1,-0.50105864,4.845448503668136e-44,2.4037414947549907e-41,down,excitatory_neuron
TMEM178B,-0.61000305,1.2647262206780188e-43,6.201129133410467e-41,down,excitatory_neuron
TAFA2,-0.65928614,2.312965672945652e-43,1.1210439486333256e-40,down,excitatory_neuron
CNTNAP2,-0.3907894,3.0339810373478753e-43,1.4537940727482706e-40,down,excitatory_neuron
BRINP1,-0.6216207,7.696898099856723e-43,3.6466865413107685e-40,down,excitatory_neuron
NRG3,-0.365696,1.4569826155507194e-42,6.826287327769688e-40,down,excitatory_neuron
NRXN1,-0.36154005,1.5779852468575976e-42,7.311967462004869e-40,down,excitatory_neuron
IQCJ-SCHIP1,-0.50178266,4.6838981470668987e-42,2.1011269485890416e-39,down,excitatory_neuron
ANK3,-0.37261888,5.6309429178347033e-42,2.4993681054351147e-39,down,excitatory_neuron
LRRC8B,-0.7255013,5.858459870535843e-42,2.5732674725092175e-39,down,excitatory_neuron
ADGRB3,-0.4315032,7.410843099398451e-42,3.2215775357972624e-39,down,excitatory_neuron
MNAT1,-0.5427061,1.2979177419436944e-41,5.5846221861775264e-39,down,excitatory_neuron
DCAF6,-0.65487045,1.6034369104889684e-41,6.829507495412963e-39,down,excitatory_neuron
KCNH1,-0.59269786,1.6232211587229795e-41,6.844636659987188e-39,down,excitatory_neuron
MAN1A1,-0.8425284,1.9624661122789608e-41,8.193198866976925e-39,down,excitatory_neuron
DGKI,-0.46806535,2.6833292506676117e-41,1.0879610049317423e-38,down,excitatory_neuron
NDST3,-0.75566924,1.2367666657926175e-40,4.828772221896046e-38,down,excitatory_neuron
KIAA1549L,-0.53838193,1.447864078321345e-40,5.601108678034509e-38,down,excitatory_neuron
STARD4-AS1,-0.6850094,2.1013426784101368e-40,8.055210610956387e-38,down,excitatory_neuron
PCDH9-AS3,-0.75799614,2.8005222104161444e-40,1.0638704508704286e-37,down,excitatory_neuron
FUT9,-0.56399596,4.7338802454879116e-40,1.782263645638293e-37,down,excitatory_neuron
GRM7,-0.562169,5.533369596305901e-40,2.0648282811277075e-37,down,excitatory_neuron
TRIM9,-0.4667901,5.785970804989202e-40,2.1401493941577165e-37,down,excitatory_neuron
DLGAP1,-0.40925637,6.1444224060961455e-40,2.2529726921552717e-37,down,excitatory_neuron
APP,-0.5088118,1.139849998282938e-39,4.073224989626834e-37,down,excitatory_neuron
CTNND2,-0.39331785,1.4257593911655522e-39,5.052100524981331e-37,down,excitatory_neuron
EML6,-0.57238686,1.651127206215616e-39,5.801923408707823e-37,down,excitatory_neuron
PPFIA2-AS1,-0.6661173,4.231129111928073e-39,1.474496043493149e-36,down,excitatory_neuron
DCLK1,-0.4098929,6.313047775613143e-39,2.1819859471662247e-36,down,excitatory_neuron
YJU2,2.5615368,2.946306968629077e-92,1.5401083101766345e-88,up,inhibitory_neuron
AVPI1,2.1054626,1.206103342859692e-74,3.6026306851219e-71,up,inhibitory_neuron
LINC02055,1.5270674,4.0195128646648682e-56,4.309948435245012e-53,up,inhibitory_neuron
LINC02882,1.7265524,6.894688896369153e-48,5.242220004879368e-45,up,inhibitory_neuron
GPC5,1.2060525,9.693518672668903e-48,7.238635068815504e-45,up,inhibitory_neuron
CFAP47,1.694921,1.2608841478313095e-46,8.369468776826938e-44,up,inhibitory_neuron
PPP5C,1.5920322,3.953215958443927e-46,2.4311115433854138e-43,up,inhibitory_neuron
LAMA2,1.2245201,8.313309264049502e-46,5.0383473449858286e-43,up,inhibitory_neuron
RUNX1,1.4111562,3.085815522639947e-44,1.6979293884968066e-41,up,inhibitory_neuron
LINC02006,1.4758029,4.1711588026255604e-44,2.2653184260804626e-41,up,inhibitory_neuron
PARD3B,1.2146579,5.070457001596568e-44,2.718415011445709e-41,up,inhibitory_neuron
LINC01811,1.4922205,8.881063260951909e-44,4.642353793081087e-41,up,inhibitory_neuron
LINC00871,1.6170787,1.690996824343622e-43,8.730136444494023e-41,up,inhibitory_neuron
CFAP20DC-DT,1.3895522,3.397141384239688e-43,1.6713136283074735e-40,up,inhibitory_neuron
EDA,1.4707979,5.590356353868951e-43,2.7183432791406023e-40,up,inhibitory_neuron
LRMDA,1.5734651,2.9388102041544176e-42,1.3655018346369939e-39,up,inhibitory_neuron
POT1-AS1,0.8783557,6.353136805684746e-42,2.826334839788561e-39,up,inhibitory_neuron
MIR3171HG,1.584024,9.426103984908628e-42,4.0637197571227727e-39,up,inhibitory_neuron
ZFHX3,1.2098631,1.2447083493708443e-41,5.3113483422438754e-39,up,inhibitory_neuron
RAD51B,1.335136,2.3686333945217256e-41,9.80708032595144e-39,up,inhibitory_neuron
DNAH6,1.1953123,2.4787027809122017e-41,1.006353329050354e-38,up,inhibitory_neuron
TEX41,1.358132,2.4558340175397353e-41,1.006353329050354e-38,up,inhibitory_neuron
TSIX,0.9452401,3.794687428802583e-41,1.4830489616604334e-38,up,inhibitory_neuron
LINC01036,1.5435188,4.005958708391556e-41,1.5511220487733154e-38,up,inhibitory_neuron
AQP4-AS1,1.26014,1.2182705979215451e-40,4.5896972850345205e-38,up,inhibitory_neuron
ESR1,0.94795465,5.956005888650083e-40,2.1107479173861795e-37,up,inhibitory_neuron
PKN2-AS1,1.1791557,7.620622647391243e-40,2.6556599822383915e-37,up,inhibitory_neuron
TEX9,1.0217646,7.605390042626956e-40,2.6556599822383915e-37,up,inhibitory_neuron
CEP128,1.133098,8.34752048653409e-40,2.884930675255228e-37,up,inhibitory_neuron
CFAP299,1.4792694,9.980032845027983e-40,3.3930488903526854e-37,up,inhibitory_neuron
LINC01830,1.5213152,1.377240541147756e-39,4.644632657235231e-37,up,inhibitory_neuron
PATJ,0.7652517,1.775791223586887e-39,5.940802991036515e-37,up,inhibitory_neuron
TRDN,1.6785793,4.8211604084629694e-39,1.562878185744996e-36,up,inhibitory_neuron
LINC00378,1.4820294,5.050298226541975e-39,1.624564394134864e-36,up,inhibitory_neuron
ADGRV1,1.194705,5.1382954179277874e-39,1.6402537235641545e-36,up,inhibitory_neuron
CD96,1.7130264,1.032820780051353e-38,3.2033120608019093e-36,up,inhibitory_neuron
CCDC26,1.5057898,1.108563543901868e-38,3.4086698734476704e-36,up,inhibitory_neuron
CFAP54,1.4938679,2.0448368456449695e-38,6.151869583538226e-36,up,inhibitory_neuron
PKHD1,1.4891422,4.804642942094576e-38,1.414933510933176e-35,up,inhibitory_neuron
LINC02476,1.664315,6.923101323741126e-38,1.969457490858547e-35,up,inhibitory_neuron
LINC00499,1.4842958,1.877688673767553e-37,5.16586743155339e-35,up,inhibitory_neuron
CNBD1,1.4196709,5.145623597038234e-37,1.3533313684336156e-34,up,inhibitory_neuron
COP1-DT,1.4720345,6.799395393720119e-37,1.7337629059426091e-34,up,inhibitory_neuron
LINC03000,1.2072735,6.92896618842078e-37,1.7560939882871522e-34,up,inhibitory_neuron
DIAPH3,1.5926179,9.685102170036212e-37,2.410783348491514e-34,up,inhibitory_neuron
ABCA13,1.4943793,1.011141149594021e-36,2.502005952291288e-34,up,inhibitory_neuron
OFCC1,1.5801468,1.108627169081583e-36,2.7270924092149197e-34,up,inhibitory_neuron
LINC03077,1.6174755,1.1812179281824457e-36,2.8886649895165794e-34,up,inhibitory_neuron
XIRP2,1.6143969,1.83786353442344e-36,4.391758701858253e-34,up,inhibitory_neuron
LNC-LBCS,1.5310624,1.9807300844883607e-36,4.706259697337174e-34,up,inhibitory_neuron
RASGEF1B,1.2918509,2.126492660701462e-36,5.0240491573567084e-34,up,inhibitory_neuron
PCAT1,1.4385077,3.131252931737732e-36,7.274596394411581e-34,up,inhibitory_neuron
CHST9,1.3410347,3.794402892343905e-36,8.766538129946819e-34,up,inhibitory_neuron
NRXN1-DT,1.2610087,3.929974365974926e-36,9.002294794422416e-34,up,inhibitory_neuron
MALRD1,1.4027996,4.7322948974882414e-36,1.0755168914302349e-33,up,inhibitory_neuron
MIR924HG,1.5293543,6.19744942065579e-36,1.3933598917902357e-33,up,inhibitory_neuron
LINC02994,1.5396128,8.008469841296177e-36,1.7908994215150993e-33,up,inhibitory_neuron
LINC01091,1.5866379,1.1985212982150389e-35,2.624071395222853e-33,up,inhibitory_neuron
SCN7A,1.0356758,1.2532335414416887e-35,2.715425918964173e-33,up,inhibitory_neuron
TRPM3,0.89462405,1.5633719720927605e-35,3.31863396593782e-33,up,inhibitory_neuron
FOXP2,1.5729517,1.6835118742479653e-35,3.5556110887525964e-33,up,inhibitory_neuron
LINC02267,1.5621405,3.461157724431422e-35,7.200930035834488e-33,up,inhibitory_neuron
FSHR,2.0043027,3.5727063716500373e-35,7.359775125599078e-33,up,inhibitory_neuron
HMCN1,1.4467473,7.306178530461331e-35,1.475989245347014e-32,up,inhibitory_neuron
FPGT-TNNI3K,0.7373469,7.740146929784748e-35,1.5536967341278896e-32,up,inhibitory_neuron
LINC02755,1.3401611,9.668509062974772e-35,1.907159018846599e-32,up,inhibitory_neuron
MIR3681HG,1.3832897,1.0643095876562727e-34,2.0895445228455404e-32,up,inhibitory_neuron
LINC00598,1.4179708,1.372005479806728e-34,2.656228016414711e-32,up,inhibitory_neuron
NPSR1-AS1,1.6497606,1.6780686439262132e-34,3.218966722555338e-32,up,inhibitory_neuron
HSP90AB1,-1.5328345,1.0452404752744031e-126,4.3709866195025e-122,down,inhibitory_neuron
HSP90AA1,-1.3560606,6.26226386444232e-118,1.3093767514162448e-113,down,inhibitory_neuron
ATP1B1,-1.1355377,2.8336295764499873e-111,3.949890720932852e-107,down,inhibitory_neuron
CALM2,-1.2285448,1.4661215602341996e-110,1.532756785146844e-106,down,inhibitory_neuron
MAP2,-0.82687044,4.716467319041702e-96,3.944664606953718e-92,down,inhibitory_neuron
CADM2,-0.7797992,9.733800946025746e-96,6.784134799348411e-92,down,inhibitory_neuron
SCG2,-1.5525494,1.7393473423235433e-91,8.081780795698437e-88,down,inhibitory_neuron
ROBO2,-1.0865417,5.310537538061398e-90,2.2207605876665155e-86,down,inhibitory_neuron
CNTNAP2,-0.688996,2.931361217701713e-78,1.1143969400168205e-74,down,inhibitory_neuron
APP,-0.7828137,1.2304255795947523e-77,4.2878280739577805e-74,down,inhibitory_neuron
CNTN1,-0.72456795,2.1379206882776266e-75,6.877197487876446e-72,down,inhibitory_neuron
NLGN1,-0.7156613,1.6948588891596324e-74,4.725040601791834e-71,down,inhibitory_neuron
DDX3P1,-1.4486601,1.2320448460532173e-73,3.22010321076584e-70,down,inhibitory_neuron
NRG3,-0.6209812,5.718260613115178e-73,1.406624837172062e-69,down,inhibitory_neuron
FGF14,-0.74910796,4.720699182622633e-71,1.0967233245495182e-67,down,inhibitory_neuron
HSPA8,-1.4918331,6.866736377865148e-69,1.5113325360503406e-65,down,inhibitory_neuron
GRIN2B,-0.65091646,3.2538515193819192e-68,6.803478141875655e-65,down,inhibitory_neuron
DLX6-AS1,-1.2565011,4.2119609746524556e-68,8.387418287524592e-65,down,inhibitory_neuron
NRXN3,-0.62720096,5.0720863060175825e-68,9.641113870229242e-65,down,inhibitory_neuron
COPG2,-0.9406504,5.444269131017596e-66,9.89862810960408e-63,down,inhibitory_neuron
MAP1B,-0.9597338,7.648455150177512e-66,1.3326795727921795e-62,down,inhibitory_neuron
YWHAZ,-1.0830681,9.265784019245329e-66,1.5499062244672043e-62,down,inhibitory_neuron
MEG8,-0.8494528,4.724690842141743e-64,7.599120062949363e-61,down,inhibitory_neuron
CAMK2N1,-0.97589046,5.061901267253951e-64,7.839947673852806e-61,down,inhibitory_neuron
RTN4,-0.80914116,1.2592751068622664e-63,1.8807273720987947e-60,down,inhibitory_neuron
PEG3,-0.8316071,1.532133769382707e-63,2.2093368954498636e-60,down,inhibitory_neuron
NETO2,-1.1779927,4.857669627823054e-63,6.771267616543483e-60,down,inhibitory_neuron
ADGRB3,-0.6556768,8.203990243117565e-63,1.1066918193119046e-59,down,inhibitory_neuron
ATP2B1,-0.8741763,3.0881983329766745e-60,4.0356961840130807e-57,down,inhibitory_neuron
SPRY4-AS1,-0.9962755,4.2325786464371556e-60,5.363574964748756e-57,down,inhibitory_neuron
SEPTIN7,-0.86638725,3.8793935850498744e-59,4.771425909988695e-56,down,inhibitory_neuron
EIF4A2,-1.0549175,6.2766742705507655e-59,7.499370418454054e-56,down,inhibitory_neuron
CALM1,-0.844086,2.5735654075349813e-58,2.9894821725638287e-55,down,inhibitory_neuron
RTN3,-0.7230631,1.9068138207825411e-57,2.1551119015536296e-54,down,inhibitory_neuron
ARL4C,-0.8767153,3.0133477323277683e-57,3.316109880802173e-54,down,inhibitory_neuron
HSPH1,-1.1863526,2.3153924255093412e-54,2.420627011248741e-51,down,inhibitory_neuron
PPFIA2,-0.62377495,1.3163053402902196e-53,1.3425672370794246e-50,down,inhibitory_neuron
DLGAP1,-0.62830454,2.2129350043223384e-53,2.203345619303608e-50,down,inhibitory_neuron
GAD1,-0.8456287,8.855353559543446e-52,8.41620852620427e-49,down,inhibitory_neuron
TMEM178B,-0.6364154,3.162244288294024e-51,2.9386384810639887e-48,down,inhibitory_neuron
NDUFA4,-1.024508,1.1557967301925628e-50,1.028363992833885e-47,down,inhibitory_neuron
TMSB4X,-0.9188058,1.296454250437618e-50,1.129481746766673e-47,down,inhibitory_neuron
ZIM2,-0.7029458,6.788732940352564e-50,5.793698655095175e-47,down,inhibitory_neuron
HSP90B1,-1.026528,8.574625596975569e-50,7.171473864286489e-47,down,inhibitory_neuron
TTTY14,-1.5349184,1.1804861539267672e-49,9.679523526452852e-47,down,inhibitory_neuron
SCG3,-0.9248512,1.097308518565782e-48,8.824470697958437e-46,down,inhibitory_neuron
FGF14-IT1,-0.67903847,5.087346320230362e-48,3.939678674433209e-45,down,inhibitory_neuron
COX6C,-1.1007798,1.6135174164811029e-47,1.1837556372352066e-44,down,inhibitory_neuron
OXR1,-0.6921064,1.670749351797414e-47,1.2046102826459353e-44,down,inhibitory_neuron
ANKRD17,-0.6521819,6.582496734912879e-47,4.587780807676446e-44,down,inhibitory_neuron
PCLO,-0.5609043,8.939628926441455e-47,6.128482007310307e-44,down,inhibitory_neuron
NALF1,-0.56350505,9.801612196599871e-47,6.611029336087313e-44,down,inhibitory_neuron
NBEA,-0.50390536,2.266460943632357e-46,1.48091974595028e-43,down,inhibitory_neuron
GOLGA8B,-0.82073516,2.619389199594662e-46,1.6851941161330704e-43,down,inhibitory_neuron
SST,-2.0642338,3.4983011878319083e-46,2.2165448344356776e-43,down,inhibitory_neuron
DLGAP1-AS5,-0.85705656,3.6850627390406e-46,2.30002915852537e-43,down,inhibitory_neuron
HSPA5,-1.3928139,9.569146687269176e-46,5.716608230974606e-43,down,inhibitory_neuron
